"data.race","data.partyid"
"56004","white","not str republican"
"56005","white","not str democrat"
"56006","white","strong republican"
"56007","white","not str democrat"
"56008","white","independent"
"56009","white","independent"
"56010","white","independent"
"56011","white","strong democrat"
"56012","white","not str democrat"
"56013","black","strong democrat"
"56014","white","independent"
"56015","white","independent"
"56016","white","other party"
"56017","white","not str republican"
"56018","white","not str democrat"
"56019","white","ind,near rep"
"56020","other","ind,near dem"
"56021","white","strong republican"
"56022","other","not str democrat"
"56023","black","ind,near dem"
"56024","white","ind,near rep"
"56025","white","independent"
"56026","white","independent"
"56027","white","independent"
"56028","white","independent"
"56029","white","not str republican"
"56030","black","not str democrat"
"56031","white","ind,near dem"
"56032","white","not str republican"
"56033","white","strong democrat"
"56034","black","ind,near rep"
"56035","white","not str republican"
"56036","white","not str republican"
"56037","white","ind,near dem"
"56038","white","independent"
"56039","white","not str democrat"
"56040","white","strong democrat"
"56041","other","strong republican"
"56042","white","not str democrat"
"56044","white","ind,near rep"
"56045","white","strong republican"
"56046","white","strong democrat"
"56047","white","strong democrat"
"56048","white","other party"
"56049","white","strong republican"
"56050","white","strong republican"
"56051","white","other party"
"56052","white","strong republican"
"56053","white","independent"
"56054","white","strong democrat"
"56055","white","independent"
"56056","white","strong democrat"
"56057","white","ind,near dem"
"56058","other","not str democrat"
"56059","white","not str republican"
"56060","white","ind,near dem"
"56061","white","independent"
"56062","white","not str republican"
"56063","white","strong republican"
"56064","white","ind,near dem"
"56065","white","strong republican"
"56066","white","strong republican"
"56067","white","not str republican"
"56068","white","independent"
"56069","white","not str democrat"
"56070","white","strong republican"
"56071","white","strong republican"
"56072","white","independent"
"56073","white","not str democrat"
"56074","white","not str republican"
"56075","white","ind,near rep"
"56076","white","not str republican"
"56077","white","ind,near rep"
"56078","other","strong democrat"
"56079","black","strong democrat"
"56080","white","strong republican"
"56081","white","not str democrat"
"56082","white","strong democrat"
"56083","white","not str republican"
"56084","white","strong republican"
"56085","white","not str republican"
"56086","white","not str democrat"
"56087","white","independent"
"56088","white","independent"
"56089","black","other party"
"56090","other","ind,near dem"
"56091","white","ind,near dem"
"56092","other","not str republican"
"56093","white","not str democrat"
"56094","white","not str democrat"
"56095","white","independent"
"56096","white","ind,near dem"
"56097","white","ind,near dem"
"56098","white","independent"
"56099","white","independent"
"56100","white","ind,near dem"
"56101","white","not str democrat"
"56102","white","independent"
"56103","white","ind,near dem"
"56104","white","independent"
"56105","white","strong democrat"
"56106","white","not str democrat"
"56107","white","not str democrat"
"56108","white","ind,near dem"
"56109","white","strong democrat"
"56110","white","strong democrat"
"56111","white","ind,near dem"
"56112","other","independent"
"56113","white","strong democrat"
"56114","white","strong democrat"
"56115","white","ind,near rep"
"56116","white","independent"
"56117","white","not str democrat"
"56118","black","not str democrat"
"56119","white","other party"
"56120","white","not str republican"
"56121","white","other party"
"56122","white","not str republican"
"56123","white","independent"
"56124","white","not str democrat"
"56125","white","strong republican"
"56126","white","not str democrat"
"56127","white","not str democrat"
"56128","white","strong democrat"
"56129","white","ind,near dem"
"56130","white","independent"
"56131","white","other party"
"56132","white","strong republican"
"56133","white","independent"
"56134","white","independent"
"56135","other","not str democrat"
"56136","other","strong democrat"
"56137","black","independent"
"56138","white","not str republican"
"56139","white","not str democrat"
"56140","white","not str democrat"
"56141","white","not str democrat"
"56142","white","independent"
"56143","white","ind,near rep"
"56144","white","other party"
"56145","white","not str democrat"
"56146","white","independent"
"56147","white","independent"
"56148","white","independent"
"56149","white","ind,near rep"
"56150","white","ind,near dem"
"56151","white","ind,near rep"
"56152","white","not str democrat"
"56153","white","independent"
"56154","other","ind,near dem"
"56155","black","strong democrat"
"56156","black","strong democrat"
"56157","other","strong democrat"
"56158","black","independent"
"56159","white","not str republican"
"56160","white","ind,near dem"
"56161","black","not str democrat"
"56162","white","independent"
"56163","white","strong democrat"
"56164","white","not str republican"
"56165","white","not str republican"
"56166","white","independent"
"56167","white","strong republican"
"56168","white","not str republican"
"56169","white","ind,near rep"
"56170","white","independent"
"56171","white","ind,near rep"
"56172","white","ind,near dem"
"56173","white","independent"
"56174","white","independent"
"56175","white","ind,near dem"
"56176","black","independent"
"56177","white","independent"
"56178","black","independent"
"56179","white","not str republican"
"56180","white","not str republican"
"56181","other","independent"
"56182","black","strong democrat"
"56183","white","not str democrat"
"56185","white","strong democrat"
"56186","white","strong republican"
"56187","white","not str democrat"
"56188","white","independent"
"56189","white","ind,near dem"
"56190","white","independent"
"56191","white","strong democrat"
"56192","white","not str democrat"
"56193","white","ind,near dem"
"56194","white","independent"
"56195","white","not str democrat"
"56196","white","ind,near rep"
"56197","white","ind,near dem"
"56198","white","not str republican"
"56199","white","strong republican"
"56200","white","strong republican"
"56201","white","strong republican"
"56202","white","not str democrat"
"56203","other","not str republican"
"56204","white","strong democrat"
"56205","white","strong democrat"
"56206","white","strong republican"
"56207","white","not str democrat"
"56208","white","independent"
"56209","white","strong republican"
"56210","other","not str republican"
"56211","white","strong democrat"
"56212","white","not str republican"
"56213","white","strong republican"
"56214","white","strong republican"
"56215","white","ind,near rep"
"56216","white","strong republican"
"56217","white","strong republican"
"56219","black","strong democrat"
"56220","white","not str republican"
"56222","black","not str democrat"
"56223","black","strong democrat"
"56224","white","not str republican"
"56225","white","not str democrat"
"56226","white","strong republican"
"56227","black","strong democrat"
"56228","black","independent"
"56229","white","not str republican"
"56230","white","not str democrat"
"56231","white","not str republican"
"56232","black","not str republican"
"56233","white","ind,near dem"
"56234","black","strong democrat"
"56235","white","not str republican"
